class_id,precision,recall,f1,accuracy,true_positive,false_positive,false_negative
898,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
899,0.0,0.0,0.0,0.9992970123022847,0,1,1
900,0.0,0.0,0.0,0.9992970123022847,0,2,0
901,0.0,0.0,0.0,0.9996485061511423,0,0,1
902,1.0,1.0,1.0,1.0,1,0,0
903,0.0,0.0,0.0,1.0,0,0,0
904,0.0,0.0,0.0,0.9996485061511423,0,0,1
905,0.0,0.0,0.0,1.0,0,0,0
906,1.0,1.0,1.0,1.0,1,0,0
907,0.0,0.0,0.0,1.0,0,0,0
908,1.0,1.0,1.0,1.0,1,0,0
909,0.0,0.0,0.0,0.9996485061511423,0,1,0
910,1.0,1.0,1.0,1.0,1,0,0
911,0.0,0.0,0.0,1.0,0,0,0
912,0.0,0.0,0.0,1.0,0,0,0
913,0.0,0.0,0.0,1.0,0,0,0
914,1.0,1.0,1.0,1.0,1,0,0
915,0.0,0.0,0.0,1.0,0,0,0
916,0.0,0.0,0.0,0.9996485061511423,0,1,0
917,0.0,0.0,0.0,1.0,0,0,0
918,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
919,0.0,0.0,0.0,1.0,0,0,0
920,0.0,0.0,0.0,1.0,0,0,0
921,0.0,0.0,0.0,0.9996485061511423,0,1,0
922,1.0,1.0,1.0,1.0,1,0,0
923,0.0,0.0,0.0,1.0,0,0,0
924,0.0,0.0,0.0,1.0,0,0,0
925,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
926,0.0,0.0,0.0,0.9996485061511423,0,1,0
927,0.0,0.0,0.0,1.0,0,0,0
928,0.0,0.0,0.0,0.9992970123022847,0,2,0
929,1.0,1.0,1.0,1.0,1,0,0
930,0.0,0.0,0.0,1.0,0,0,0
931,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
932,0.0,0.0,0.0,0.9996485061511423,0,1,0
933,1.0,1.0,1.0,1.0,1,0,0
934,0.0,0.0,0.0,1.0,0,0,0
935,0.0,0.0,0.0,1.0,0,0,0
936,0.0,0.0,0.0,0.9996485061511423,0,0,1
937,0.0,0.0,0.0,0.9996485061511423,0,1,0
938,0.0,0.0,0.0,1.0,0,0,0
939,0.0,0.0,0.0,1.0,0,0,0
940,0.0,0.0,0.0,0.9992970123022847,0,1,1
941,0.0,0.0,0.0,1.0,0,0,0
942,0.0,0.0,0.0,0.9996485061511423,0,0,1
943,0.0,0.0,0.0,1.0,0,0,0
944,0.0,0.0,0.0,0.9996485061511423,0,1,0
945,0.0,0.0,0.0,1.0,0,0,0
946,0.0,0.0,0.0,1.0,0,0,0
947,0.0,0.0,0.0,0.9992970123022847,0,1,1
948,1.0,1.0,1.0,1.0,1,0,0
949,0.0,0.0,0.0,0.998945518453427,0,2,1
950,0.0,0.0,0.0,1.0,0,0,0
951,0.0,0.0,0.0,1.0,0,0,0
952,0.0,0.0,0.0,0.9992970123022847,0,1,1
953,0.0,0.0,0.0,0.9996485061511423,0,1,0
954,0.0,0.0,0.0,0.9996485061511423,0,0,1
955,0.0,0.0,0.0,1.0,0,0,0
956,0.0,0.0,0.0,1.0,0,0,0
957,0.0,0.0,0.0,1.0,0,0,0
958,0.0,0.0,0.0,1.0,0,0,0
959,0.0,0.0,0.0,1.0,0,0,0
960,0.0,0.0,0.0,1.0,0,0,0
961,0.0,0.0,0.0,1.0,0,0,0
962,0.0,0.0,0.0,0.9996485061511423,0,0,1
963,0.0,0.0,0.0,1.0,0,0,0
964,0.0,0.0,0.0,1.0,0,0,0
965,0.0,0.0,0.0,1.0,0,0,0
966,0.0,0.0,0.0,0.9996485061511423,0,1,0
967,0.0,0.0,0.0,0.9996485061511423,0,0,1
968,0.0,0.0,0.0,0.9996485061511423,0,0,1
969,0.0,0.0,0.0,0.9996485061511423,0,0,1
970,1.0,1.0,1.0,1.0,1,0,0
971,0.0,0.0,0.0,1.0,0,0,0
972,0.0,0.0,0.0,0.998945518453427,0,2,1
973,0.0,0.0,0.0,0.9992970123022847,0,2,0
974,0.0,0.0,0.0,1.0,0,0,0
975,0.0,0.0,0.0,0.9992970123022847,0,1,1
976,0.0,0.0,0.0,1.0,0,0,0
977,0.0,0.0,0.0,0.9992970123022847,0,2,0
978,0.0,0.0,0.0,1.0,0,0,0
979,0.0,0.0,0.0,0.998945518453427,0,2,1
980,0.0,0.0,0.0,1.0,0,0,0
981,1.0,1.0,1.0,1.0,1,0,0
982,0.0,0.0,0.0,0.9996485061511423,0,0,1
983,0.0,0.0,0.0,1.0,0,0,0
984,0.0,0.0,0.0,1.0,0,0,0
985,0.0,0.0,0.0,1.0,0,0,0
986,0.0,0.0,0.0,1.0,0,0,0
987,0.0,0.0,0.0,1.0,0,0,0
988,0.0,0.0,0.0,0.9996485061511423,0,1,0
989,0.0,0.0,0.0,1.0,0,0,0
990,0.0,0.0,0.0,1.0,0,0,0
991,1.0,1.0,1.0,1.0,1,0,0
992,1.0,1.0,1.0,1.0,1,0,0
993,0.0,0.0,0.0,0.9996485061511423,0,1,0
994,0.0,0.0,0.0,0.9996485061511423,0,0,1
995,0.0,0.0,0.0,1.0,0,0,0
996,0.0,0.0,0.0,1.0,0,0,0
997,0.0,0.0,0.0,0.9996485061511423,0,0,1
998,0.0,0.0,0.0,0.9996485061511423,0,0,1
999,0.0,0.0,0.0,1.0,0,0,0
1000,0.0,0.0,0.0,0.9996485061511423,0,1,0
1001,0.0,0.0,0.0,1.0,0,0,0
1002,0.0,0.0,0.0,1.0,0,0,0
1003,0.0,0.0,0.0,0.9996485061511423,0,0,1
1004,0.0,0.0,0.0,0.998945518453427,0,3,0
1005,0.0,0.0,0.0,1.0,0,0,0
1006,0.0,0.0,0.0,0.9992970123022847,0,2,0
1007,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1008,0.0,0.0,0.0,0.9996485061511423,0,1,0
1009,1.0,1.0,1.0,1.0,1,0,0
1010,0.0,0.0,0.0,0.9996485061511423,0,1,0
1011,0.0,0.0,0.0,1.0,0,0,0
1012,0.0,0.0,0.0,1.0,0,0,0
1013,0.0,0.0,0.0,1.0,0,0,0
1014,0.0,0.0,0.0,0.998945518453427,0,2,1
1015,0.0,0.0,0.0,0.9996485061511423,0,0,1
1016,0.0,0.0,0.0,0.9996485061511423,0,0,1
1017,0.0,0.0,0.0,1.0,0,0,0
1018,0.0,0.0,0.0,1.0,0,0,0
1019,0.0,0.0,0.0,0.9992970123022847,0,1,1
1020,0.0,0.0,0.0,0.9996485061511423,0,1,0
1021,0.0,0.0,0.0,0.9996485061511423,0,1,0
1022,0.0,0.0,0.0,1.0,0,0,0
1023,0.0,0.0,0.0,0.9996485061511423,0,0,1
1024,0.0,0.0,0.0,1.0,0,0,0
1025,0.0,0.0,0.0,0.9996485061511423,0,0,1
1026,0.0,0.0,0.0,1.0,0,0,0
1027,1.0,1.0,1.0,1.0,1,0,0
1028,0.0,0.0,0.0,0.9992970123022847,0,1,1
1029,0.0,0.0,0.0,0.9992970123022847,0,1,1
1030,0.0,0.0,0.0,1.0,0,0,0
1031,0.0,0.0,0.0,0.9996485061511423,0,0,1
1032,0.0,0.0,0.0,0.9996485061511423,0,1,0
1033,0.0,0.0,0.0,1.0,0,0,0
1034,0.0,0.0,0.0,1.0,0,0,0
1035,0.25,1.0,0.4,0.998945518453427,1,3,0
1036,0.0,0.0,0.0,0.9996485061511423,0,1,0
1037,0.0,0.0,0.0,0.9996485061511423,0,1,0
1038,0.0,0.0,0.0,0.9996485061511423,0,1,0
1039,1.0,1.0,1.0,1.0,1,0,0
1040,0.0,0.0,0.0,1.0,0,0,0
1041,0.0,0.0,0.0,1.0,0,0,0
1042,0.0,0.0,0.0,1.0,0,0,0
1043,0.0,0.0,0.0,1.0,0,0,0
1044,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1045,0.0,0.0,0.0,1.0,0,0,0
1046,0.0,0.0,0.0,0.9992970123022847,0,1,1
1047,0.0,0.0,0.0,0.998945518453427,0,3,0
1048,1.0,1.0,1.0,1.0,1,0,0
1049,0.0,0.0,0.0,1.0,0,0,0
1050,0.0,0.0,0.0,0.9996485061511423,0,0,1
1051,0.0,0.0,0.0,1.0,0,0,0
1052,0.0,0.0,0.0,1.0,0,0,0
1053,0.0,0.0,0.0,1.0,0,0,0
1054,1.0,1.0,1.0,1.0,1,0,0
1055,0.0,0.0,0.0,1.0,0,0,0
1056,0.0,0.0,0.0,1.0,0,0,0
1057,0.0,0.0,0.0,0.9996485061511423,0,0,1
1058,0.0,0.0,0.0,0.9996485061511423,0,1,0
1059,0.0,0.0,0.0,1.0,0,0,0
1060,1.0,1.0,1.0,1.0,1,0,0
1061,0.0,0.0,0.0,1.0,0,0,0
1062,0.0,0.0,0.0,1.0,0,0,0
1063,0.0,0.0,0.0,0.9996485061511423,0,0,1
1064,0.0,0.0,0.0,0.9996485061511423,0,1,0
1065,0.0,0.0,0.0,1.0,0,0,0
1066,0.0,0.0,0.0,0.9996485061511423,0,1,0
1067,0.0,0.0,0.0,0.9996485061511423,0,1,0
1068,0.0,0.0,0.0,0.9996485061511423,0,0,1
1069,0.0,0.0,0.0,1.0,0,0,0
1070,0.0,0.0,0.0,0.9996485061511423,0,0,1
1071,1.0,1.0,1.0,1.0,1,0,0
1072,0.0,0.0,0.0,0.9996485061511423,0,1,0
1073,0.0,0.0,0.0,1.0,0,0,0
1074,0.0,0.0,0.0,1.0,0,0,0
1075,0.0,0.0,0.0,1.0,0,0,0
1076,0.0,0.0,0.0,1.0,0,0,0
1077,0.0,0.0,0.0,0.9996485061511423,0,0,1
1078,0.0,0.0,0.0,1.0,0,0,0
1079,0.0,0.0,0.0,0.9996485061511423,0,1,0
1080,0.0,0.0,0.0,1.0,0,0,0
1081,0.0,0.0,0.0,1.0,0,0,0
1082,0.0,0.0,0.0,0.9996485061511423,0,1,0
1083,1.0,1.0,1.0,1.0,1,0,0
1084,0.0,0.0,0.0,0.9996485061511423,0,1,0
1085,0.0,0.0,0.0,1.0,0,0,0
1086,0.0,0.0,0.0,0.9996485061511423,0,0,1
1087,0.0,0.0,0.0,1.0,0,0,0
1088,1.0,1.0,1.0,1.0,1,0,0
1089,0.0,0.0,0.0,0.998945518453427,0,2,1
1090,0.0,0.0,0.0,1.0,0,0,0
1091,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1092,1.0,1.0,1.0,1.0,1,0,0
1093,0.0,0.0,0.0,0.9992970123022847,0,2,0
1094,0.0,0.0,0.0,1.0,0,0,0
1095,0.0,0.0,0.0,0.9992970123022847,0,1,1
1096,0.0,0.0,0.0,1.0,0,0,0
1097,0.0,0.0,0.0,1.0,0,0,0
1098,0.0,0.0,0.0,0.9996485061511423,0,1,0
1099,0.0,0.0,0.0,1.0,0,0,0
1100,0.0,0.0,0.0,0.9996485061511423,0,1,0
1101,0.0,0.0,0.0,1.0,0,0,0
1102,0.0,0.0,0.0,0.9996485061511423,0,0,1
1103,0.0,0.0,0.0,0.9996485061511423,0,0,1
1104,0.0,0.0,0.0,1.0,0,0,0
1105,0.0,0.0,0.0,1.0,0,0,0
1106,0.0,0.0,0.0,0.9996485061511423,0,1,0
1107,0.0,0.0,0.0,0.9992970123022847,0,2,0
1108,0.0,0.0,0.0,1.0,0,0,0
1109,0.0,0.0,0.0,1.0,0,0,0
1110,1.0,1.0,1.0,1.0,1,0,0
1111,0.0,0.0,0.0,0.9996485061511423,0,0,1
1112,0.0,0.0,0.0,0.9992970123022847,0,1,1
1113,1.0,1.0,1.0,1.0,1,0,0
1114,0.0,0.0,0.0,1.0,0,0,0
1115,0.0,0.0,0.0,0.9996485061511423,0,1,0
1116,0.0,0.0,0.0,1.0,0,0,0
1117,0.0,0.0,0.0,0.9992970123022847,0,2,0
1118,0.0,0.0,0.0,1.0,0,0,0
1119,0.0,0.0,0.0,1.0,0,0,0
1120,0.0,0.0,0.0,0.9996485061511423,0,0,1
1121,0.0,0.0,0.0,1.0,0,0,0
1122,0.0,0.0,0.0,1.0,0,0,0
1123,0.0,0.0,0.0,1.0,0,0,0
1124,0.0,0.0,0.0,1.0,0,0,0
1125,0.0,0.0,0.0,0.9992970123022847,0,1,1
1126,0.0,0.0,0.0,0.9996485061511423,0,0,1
1127,0.0,0.0,0.0,1.0,0,0,0
1128,0.0,0.0,0.0,1.0,0,0,0
1129,0.0,0.0,0.0,1.0,0,0,0
1130,0.0,0.0,0.0,0.9996485061511423,0,0,1
1131,0.0,0.0,0.0,1.0,0,0,0
1132,0.0,0.0,0.0,1.0,0,0,0
1133,0.0,0.0,0.0,0.9996485061511423,0,1,0
1134,0.0,0.0,0.0,1.0,0,0,0
1135,0.0,0.0,0.0,1.0,0,0,0
1136,0.0,0.0,0.0,1.0,0,0,0
1137,0.0,0.0,0.0,1.0,0,0,0
1138,0.0,0.0,0.0,1.0,0,0,0
1139,0.0,0.0,0.0,1.0,0,0,0
1140,0.0,0.0,0.0,0.9996485061511423,0,1,0
1141,0.0,0.0,0.0,0.9996485061511423,0,0,1
1142,0.0,0.0,0.0,1.0,0,0,0
1143,0.0,0.0,0.0,0.998945518453427,0,3,0
1144,0.0,0.0,0.0,0.9992970123022847,0,1,1
1145,0.0,0.0,0.0,0.9996485061511423,0,1,0
1146,0.0,0.0,0.0,0.9996485061511423,0,0,1
1147,0.0,0.0,0.0,0.9996485061511423,0,0,1
1148,0.0,0.0,0.0,0.9996485061511423,0,1,0
1149,0.0,0.0,0.0,0.9996485061511423,0,0,1
1150,0.0,0.0,0.0,1.0,0,0,0
1151,1.0,1.0,1.0,1.0,1,0,0
1152,0.0,0.0,0.0,1.0,0,0,0
1153,1.0,1.0,1.0,1.0,1,0,0
1154,0.0,0.0,0.0,1.0,0,0,0
1155,0.0,0.0,0.0,0.9996485061511423,0,1,0
1156,0.0,0.0,0.0,0.9992970123022847,0,1,1
1157,0.3333333333333333,1.0,0.5,0.9992970123022847,1,2,0
1158,0.0,0.0,0.0,0.9996485061511423,0,1,0
1159,0.0,0.0,0.0,1.0,0,0,0
1160,0.0,0.0,0.0,1.0,0,0,0
1161,0.0,0.0,0.0,1.0,0,0,0
1162,0.0,0.0,0.0,1.0,0,0,0
1163,0.0,0.0,0.0,1.0,0,0,0
1164,0.0,0.0,0.0,1.0,0,0,0
1165,1.0,1.0,1.0,1.0,1,0,0
1166,0.0,0.0,0.0,1.0,0,0,0
1167,0.0,0.0,0.0,0.9996485061511423,0,1,0
1168,0.0,0.0,0.0,1.0,0,0,0
1169,0.0,0.0,0.0,1.0,0,0,0
1170,0.0,0.0,0.0,0.9996485061511423,0,0,1
1171,1.0,1.0,1.0,1.0,1,0,0
1172,0.0,0.0,0.0,1.0,0,0,0
1173,0.0,0.0,0.0,1.0,0,0,0
1174,0.0,0.0,0.0,1.0,0,0,0
1175,0.0,0.0,0.0,1.0,0,0,0
1176,0.0,0.0,0.0,1.0,0,0,0
1177,0.0,0.0,0.0,1.0,0,0,0
1178,0.0,0.0,0.0,1.0,0,0,0
1179,0.0,0.0,0.0,0.9996485061511423,0,0,1
1180,0.0,0.0,0.0,0.9996485061511423,0,1,0
1181,0.0,0.0,0.0,0.9996485061511423,0,1,0
1182,0.0,0.0,0.0,1.0,0,0,0
1183,0.0,0.0,0.0,0.9996485061511423,0,1,0
1184,0.0,0.0,0.0,1.0,0,0,0
1185,0.0,0.0,0.0,0.9996485061511423,0,0,1
1186,0.0,0.0,0.0,1.0,0,0,0
1187,1.0,1.0,1.0,1.0,1,0,0
1188,0.0,0.0,0.0,1.0,0,0,0
1189,0.0,0.0,0.0,1.0,0,0,0
1190,0.0,0.0,0.0,1.0,0,0,0
1191,1.0,1.0,1.0,1.0,1,0,0
1192,0.0,0.0,0.0,1.0,0,0,0
1193,0.0,0.0,0.0,0.9996485061511423,0,1,0
1194,0.0,0.0,0.0,1.0,0,0,0
1195,0.0,0.0,0.0,0.9992970123022847,0,2,0
1196,0.0,0.0,0.0,0.9996485061511423,0,1,0
1197,0.0,0.0,0.0,0.9996485061511423,0,0,1
1198,0.0,0.0,0.0,0.9992970123022847,0,2,0
1199,0.0,0.0,0.0,0.9996485061511423,0,1,0
1200,0.0,0.0,0.0,0.9996485061511423,0,0,1
1201,0.0,0.0,0.0,1.0,0,0,0
1202,0.0,0.0,0.0,1.0,0,0,0
1203,0.0,0.0,0.0,0.9996485061511423,0,1,0
1204,0.0,0.0,0.0,0.9996485061511423,0,1,0
1205,0.0,0.0,0.0,0.9996485061511423,0,1,0
1206,0.0,0.0,0.0,0.9992970123022847,0,1,1
1207,0.0,0.0,0.0,1.0,0,0,0
1208,0.0,0.0,0.0,0.998945518453427,0,2,1
1209,0.0,0.0,0.0,0.9992970123022847,0,1,1
1210,1.0,1.0,1.0,1.0,1,0,0
1211,1.0,1.0,1.0,1.0,1,0,0
1212,0.0,0.0,0.0,1.0,0,0,0
1213,0.0,0.0,0.0,1.0,0,0,0
1214,0.0,0.0,0.0,0.9996485061511423,0,1,0
1215,0.0,0.0,0.0,0.9996485061511423,0,1,0
1216,0.0,0.0,0.0,0.9996485061511423,0,1,0
1217,0.0,0.0,0.0,1.0,0,0,0
1218,0.0,0.0,0.0,1.0,0,0,0
1219,0.0,0.0,0.0,1.0,0,0,0
1220,0.0,0.0,0.0,0.9996485061511423,0,1,0
1221,0.0,0.0,0.0,1.0,0,0,0
1222,0.0,0.0,0.0,1.0,0,0,0
1223,0.0,0.0,0.0,0.9996485061511423,0,1,0
1224,0.0,0.0,0.0,0.9996485061511423,0,1,0
1225,0.0,0.0,0.0,1.0,0,0,0
1226,1.0,1.0,1.0,1.0,1,0,0
1227,0.0,0.0,0.0,0.9992970123022847,0,2,0
1228,0.0,0.0,0.0,0.9992970123022847,0,1,1
1229,0.0,0.0,0.0,1.0,0,0,0
1230,0.0,0.0,0.0,1.0,0,0,0
1231,0.0,0.0,0.0,0.9992970123022847,0,2,0
1232,0.0,0.0,0.0,1.0,0,0,0
1233,0.0,0.0,0.0,0.9996485061511423,0,1,0
1234,0.0,0.0,0.0,0.9996485061511423,0,0,1
1235,0.0,0.0,0.0,1.0,0,0,0
1236,0.0,0.0,0.0,1.0,0,0,0
1237,0.0,0.0,0.0,0.9996485061511423,0,1,0
1238,0.0,0.0,0.0,1.0,0,0,0
1239,0.0,0.0,0.0,1.0,0,0,0
1240,0.0,0.0,0.0,1.0,0,0,0
1241,0.0,0.0,0.0,0.9992970123022847,0,1,1
1242,0.0,0.0,0.0,0.9996485061511423,0,1,0
1243,0.0,0.0,0.0,1.0,0,0,0
1244,0.0,0.0,0.0,0.9992970123022847,0,2,0
1245,0.0,0.0,0.0,0.9996485061511423,0,1,0
1246,0.0,0.0,0.0,1.0,0,0,0
1247,0.0,0.0,0.0,1.0,0,0,0
1248,1.0,1.0,1.0,1.0,1,0,0
1249,0.0,0.0,0.0,0.998945518453427,0,3,0
1250,0.0,0.0,0.0,0.9996485061511423,0,1,0
1251,0.0,0.0,0.0,0.9996485061511423,0,1,0
1252,0.0,0.0,0.0,0.9996485061511423,0,1,0
1253,0.0,0.0,0.0,0.9996485061511423,0,0,1
1254,0.0,0.0,0.0,0.9996485061511423,0,0,1
1255,0.0,0.0,0.0,1.0,0,0,0
1256,0.0,0.0,0.0,1.0,0,0,0
1257,0.0,0.0,0.0,1.0,0,0,0
1258,0.0,0.0,0.0,0.9996485061511423,0,1,0
1259,0.0,0.0,0.0,0.9996485061511423,0,1,0
1260,0.0,0.0,0.0,1.0,0,0,0
1261,1.0,1.0,1.0,1.0,1,0,0
1262,0.0,0.0,0.0,0.9996485061511423,0,1,0
1263,0.0,0.0,0.0,1.0,0,0,0
1264,1.0,1.0,1.0,1.0,1,0,0
1265,0.0,0.0,0.0,0.9992970123022847,0,2,0
1266,0.0,0.0,0.0,1.0,0,0,0
1267,1.0,1.0,1.0,1.0,1,0,0
1268,0.0,0.0,0.0,1.0,0,0,0
1269,0.0,0.0,0.0,1.0,0,0,0
1270,0.0,0.0,0.0,1.0,0,0,0
1271,0.0,0.0,0.0,0.9996485061511423,0,0,1
1272,0.0,0.0,0.0,0.9996485061511423,0,1,0
1273,0.0,0.0,0.0,1.0,0,0,0
1274,0.0,0.0,0.0,1.0,0,0,0
1275,0.0,0.0,0.0,1.0,0,0,0
1276,0.0,0.0,0.0,1.0,0,0,0
1277,0.0,0.0,0.0,0.9992970123022847,0,1,1
1278,0.0,0.0,0.0,1.0,0,0,0
1279,0.0,0.0,0.0,1.0,0,0,0
1280,0.0,0.0,0.0,1.0,0,0,0
1281,1.0,1.0,1.0,1.0,1,0,0
1282,0.0,0.0,0.0,0.9992970123022847,0,1,1
1283,0.3333333333333333,1.0,0.5,0.9992970123022847,1,2,0
1284,0.0,0.0,0.0,0.9992970123022847,0,1,1
1285,1.0,1.0,1.0,1.0,1,0,0
1286,1.0,1.0,1.0,1.0,1,0,0
1287,0.0,0.0,0.0,0.9996485061511423,0,0,1
1288,0.0,0.0,0.0,1.0,0,0,0
1289,0.0,0.0,0.0,1.0,0,0,0
1290,0.0,0.0,0.0,0.9996485061511423,0,0,1
1291,0.0,0.0,0.0,0.9996485061511423,0,0,1
1292,0.0,0.0,0.0,0.9996485061511423,0,0,1
1293,0.0,0.0,0.0,1.0,0,0,0
1294,0.0,0.0,0.0,0.9996485061511423,0,0,1
1295,0.0,0.0,0.0,1.0,0,0,0
1296,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1297,1.0,1.0,1.0,1.0,1,0,0
1298,0.0,0.0,0.0,1.0,0,0,0
1299,0.0,0.0,0.0,0.9992970123022847,0,1,1
1300,1.0,1.0,1.0,1.0,1,0,0
1301,0.0,0.0,0.0,0.9992970123022847,0,1,1
1302,0.0,0.0,0.0,0.998945518453427,0,2,1
1303,0.0,0.0,0.0,0.9992970123022847,0,1,1
1304,0.0,0.0,0.0,0.9992970123022847,0,1,1
1305,0.0,0.0,0.0,0.9996485061511423,0,0,1
1306,1.0,1.0,1.0,1.0,1,0,0
1307,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1308,0.0,0.0,0.0,0.998945518453427,0,2,1
1309,1.0,1.0,1.0,1.0,1,0,0
1310,1.0,1.0,1.0,1.0,1,0,0
1311,1.0,1.0,1.0,1.0,1,0,0
1312,0.0,0.0,0.0,0.9992970123022847,0,1,1
1313,0.0,0.0,0.0,0.9996485061511423,0,0,1
1314,0.0,0.0,0.0,0.9996485061511423,0,0,1
1315,1.0,1.0,1.0,1.0,1,0,0
1316,0.0,0.0,0.0,0.9996485061511423,0,0,1
1317,0.0,0.0,0.0,0.9996485061511423,0,0,1
1318,1.0,1.0,1.0,1.0,1,0,0
1319,0.0,0.0,0.0,0.998945518453427,0,2,1
1320,0.0,0.0,0.0,0.9996485061511423,0,0,1
1321,0.0,0.0,0.0,1.0,0,0,0
1322,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1323,1.0,1.0,1.0,1.0,1,0,0
1324,0.0,0.0,0.0,0.9996485061511423,0,0,1
1325,0.0,0.0,0.0,0.9996485061511423,0,0,1
1326,0.0,0.0,0.0,0.9996485061511423,0,0,1
1327,0.0,0.0,0.0,0.9996485061511423,0,0,1
1328,1.0,1.0,1.0,1.0,1,0,0
1329,0.0,0.0,0.0,0.9996485061511423,0,0,1
1330,0.0,0.0,0.0,1.0,0,0,0
1331,0.0,0.0,0.0,1.0,0,0,0
1332,0.0,0.0,0.0,0.9996485061511423,0,0,1
1333,0.0,0.0,0.0,0.9996485061511423,0,0,1
1334,0.0,0.0,0.0,0.9996485061511423,0,0,1
1335,1.0,1.0,1.0,1.0,1,0,0
1336,0.0,0.0,0.0,1.0,0,0,0
1337,0.0,0.0,0.0,1.0,0,0,0
1338,1.0,1.0,1.0,1.0,1,0,0
1339,1.0,1.0,1.0,1.0,1,0,0
1340,0.0,0.0,0.0,0.9996485061511423,0,0,1
1341,0.0,0.0,0.0,0.9996485061511423,0,0,1
1342,1.0,1.0,1.0,1.0,1,0,0
1343,1.0,1.0,1.0,1.0,1,0,0
1344,1.0,1.0,1.0,1.0,1,0,0
1345,0.0,0.0,0.0,1.0,0,0,0
1346,0.0,0.0,0.0,0.9996485061511423,0,0,1
1347,0.0,0.0,0.0,0.9996485061511423,0,0,1
1348,0.0,0.0,0.0,0.9996485061511423,0,0,1
1349,0.0,0.0,0.0,0.9996485061511423,0,0,1
1350,1.0,1.0,1.0,1.0,1,0,0
1351,0.0,0.0,0.0,0.9996485061511423,0,0,1
1352,0.0,0.0,0.0,0.9996485061511423,0,0,1
1353,0.0,0.0,0.0,1.0,0,0,0
1354,0.0,0.0,0.0,0.9996485061511423,0,0,1
1355,0.0,0.0,0.0,0.9992970123022847,0,1,1
1356,0.0,0.0,0.0,0.9996485061511423,0,1,0
1357,0.0,0.0,0.0,0.9996485061511423,0,0,1
1358,0.0,0.0,0.0,1.0,0,0,0
1359,1.0,1.0,1.0,1.0,1,0,0
1360,0.0,0.0,0.0,0.9996485061511423,0,0,1
1361,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1362,1.0,1.0,1.0,1.0,1,0,0
1363,1.0,1.0,1.0,1.0,1,0,0
1364,0.0,0.0,0.0,0.9996485061511423,0,0,1
1365,0.0,0.0,0.0,1.0,0,0,0
1366,1.0,1.0,1.0,1.0,1,0,0
1367,0.0,0.0,0.0,0.9996485061511423,0,1,0
1368,0.0,0.0,0.0,0.9992970123022847,0,1,1
1369,0.0,0.0,0.0,0.9996485061511423,0,0,1
1370,0.0,0.0,0.0,0.9996485061511423,0,0,1
1371,1.0,1.0,1.0,1.0,1,0,0
1372,0.0,0.0,0.0,0.9996485061511423,0,1,0
1373,0.0,0.0,0.0,0.9996485061511423,0,0,1
1374,0.0,0.0,0.0,0.9996485061511423,0,0,1
1375,1.0,1.0,1.0,1.0,1,0,0
1376,1.0,1.0,1.0,1.0,1,0,0
1377,0.0,0.0,0.0,0.9992970123022847,0,1,1
1378,0.0,0.0,0.0,0.9992970123022847,0,1,1
1379,0.0,0.0,0.0,0.9996485061511423,0,0,1
1380,1.0,1.0,1.0,1.0,1,0,0
1381,0.0,0.0,0.0,0.9996485061511423,0,0,1
1382,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1383,1.0,1.0,1.0,1.0,1,0,0
1384,0.0,0.0,0.0,0.9992970123022847,0,1,1
1385,0.0,0.0,0.0,1.0,0,0,0
1386,0.0,0.0,0.0,1.0,0,0,0
1387,0.0,0.0,0.0,1.0,0,0,0
1388,0.0,0.0,0.0,0.9992970123022847,0,1,1
1389,0.0,0.0,0.0,0.9992970123022847,0,1,1
1390,0.0,0.0,0.0,0.9985940246045695,0,3,1
1391,0.0,0.0,0.0,0.9996485061511423,0,0,1
1392,0.0,0.0,0.0,1.0,0,0,0
1393,1.0,1.0,1.0,1.0,1,0,0
1394,1.0,1.0,1.0,1.0,1,0,0
1395,1.0,1.0,1.0,1.0,1,0,0
1396,1.0,1.0,1.0,1.0,1,0,0
1397,0.0,0.0,0.0,1.0,0,0,0
1398,0.3333333333333333,1.0,0.5,0.9992970123022847,1,2,0
1399,0.0,0.0,0.0,0.998945518453427,0,2,1
1400,0.0,0.0,0.0,0.9996485061511423,0,0,1
1401,0.0,0.0,0.0,0.9996485061511423,0,0,1
1402,0.0,0.0,0.0,0.9996485061511423,0,0,1
1403,0.0,0.0,0.0,0.9996485061511423,0,0,1
1404,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1405,0.0,0.0,0.0,0.9996485061511423,0,1,0
1406,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1407,0.5,1.0,0.6666666666666666,0.9996485061511423,1,1,0
1408,0.0,0.0,0.0,0.9992970123022847,0,1,1
